	err:EOF while parsing a value at line 1 column 0
3837343034323031373432313234323930303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:8.740420174212429e+229
382e37343034323031373432313234323965323239	ok:8.740420174212429e+229
31383135353131332e3432316539	ok:1.8155113421e+16
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303136333531363236383034313439303133	ok:-1.6351626804149013e-65
2d312e36333531363236383034313439303133652d3635	ok:-1.6351626804149013e-65
39393134393430352e353730653130	ok:9.914940557e+17
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303134383336303432393535323838353536	ok:-1.4836042955288558e-155
2d312e34383336303432393535323838353536652d313535	ok:-1.4836042955288558e-155
333833343732352e3735336537	ok:38347257530000.0
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303032393034363433363234313330363238	ok:-2.9046436241306277e-225
2d322e393034363433363234313330363238652d323235	ok:-2.9046436241306277e-225
39343332383831332e393930653136	ok:9.432881399e+23
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030383535343733323832323330353432	ok:8.55473282230542e-301
382e3535343733323832323330353432652d333031	ok:8.55473282230542e-301
39353234313433352e353834652d3230	ok:9.5241435584e-13
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034303035353830313231343334393134	ok:4.0055801214349145e-197
342e303035353830313231343334393134652d313937	ok:4.0055801214349145e-197
33313735323531372e393531653239	ok:3.1752517951e+36
2d3130323030333436303735363035393230303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.020034607560592e+199
2d312e30323030333436303735363035393265313939	ok:-1.020034607560592e+199
39303235352e383735653138	ok:9.0255875e+22
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303232323537303031383838363430383233	ok:-2.2257001888640823e-85
2d322e32323537303031383838363430383233652d3835	ok:-2.2257001888640823e-85
38303038393837382e333834652d3234	ok:8.0089878384e-17
2d372e333636373031353837333931313233	ok:-7.366701587391123
2d372e3336363730313538373339313132336530	ok:-7.366701587391123
34393332383038322e353930653238	ok:4.932808259e+35
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303133343936383131333336323033363134	ok:1.3496811336203613e-216
312e33343936383131333336323033363134652d323136	ok:1.3496811336203613e-216
39353635363336352e313137652d3132	ok:0.000095656365117
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303131383331373232373233373632353233	ok:-1.1831722723762524e-237
2d312e31383331373232373233373632353233652d323337	ok:-1.1831722723762524e-237
363636333739382e313132652d3137	ok:6.663798112e-11
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036353931363232363339323734343434	ok:-6.591622639274444e-308
2d362e353931363232363339323734343434652d333038	ok:-6.591622639274444e-308
35353837353431382e383731652d39	ok:0.055875418871
35323531313936373630313938343933303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:5.251196760198493e+291
352e32353131393637363031393834393365323931	ok:5.251196760198493e+291
36393631353937382e333635653132	ok:6.9615978365e+19
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303239383530323730373637383631313636	ok:2.9850270767861166e-114
322e39383530323730373637383631313636652d313134	ok:2.9850270767861166e-114
31323233333436362e38316532	ok:1223346681.0
2d36323833373837313436363430383135303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-6.283787146640815e+99
2d362e323833373837313436363430383135653939	ok:-6.283787146640816e+99
33363839363435302e343436652d34	ok:3689.6450446
333736353131373139313937363531303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:3.76511719197651e+209
332e373635313137313931393736353165323039	ok:3.76511719197651e+209
34303339313437322e363237653239	ok:4.0391472627000004e+36
35393836353136353537313334343934303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:5.986516557134494e+264
352e39383635313635353731333434393465323634	ok:5.986516557134494e+264
393337313535352e323535652d3239	ok:9.371555254999999e-23
2d302e303030303134393737313434383336393431343831	ok:-0.00001497714483694148
2d312e34393737313434383336393431343831652d35	ok:-0.00001497714483694148
33343836373239302e3238366535	ok:3486729028600.0
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037353432383436353930353831323939	ok:-7.542846590581299e-165
2d372e353432383436353930353831323939652d313635	ok:-7.542846590581299e-165
35353339353137372e343638652d3139	ok:5.5395177468e-12
2d353334383136393130303339373938393530303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-5.34816910039799e+194
2d352e3334383136393130303339373938393565313934	ok:-5.34816910039799e+194
39383132333535352e3238376534	ok:981235552870.0
3534393735393031393338313337313430303030303030303030303030303030303030303030303030303030303030	ok:5.497590193813714e+46
352e343937353930313933383133373134653436	ok:5.497590193813714e+46
39373336353137382e3736326533	ok:97365178762.0
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303033303030373037303832373531343533	ok:3.000707082751453e-79
332e303030373037303832373531343533652d3739	ok:3.000707082751453e-79
313731363738372e383734653138	ok:1.716787874e+24
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303038303132393830383931303536353235	ok:8.012980891056526e-172
382e303132393830383931303536353235652d313732	ok:8.012980891056526e-172
36323333333633342e363139652d3137	ok:6.2333634619e-10
323532343935373639363834393732343730303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.5249576968497247e+293
322e3532343935373639363834393732343765323933	ok:2.5249576968497247e+293
32373932363139342e363232652d3234	ok:2.7926194622e-17
383136383633382e353034343030343931	ok:8168638.504400491
382e3136383633383530343430303439316536	ok:8168638.504400491
36323939373934302e343833652d3131	ok:0.00062997940483
2d313030303738373439393335333332303630303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.0007874993533207e+251
2d312e3030303738373439393335333332303665323531	ok:-1.0007874993533206e+251
33303031333634392e333232653237	ok:3.0013649322e+34
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036303237333730323336333531383334	ok:-6.027370236351833e-299
2d362e303237333730323336333531383334652d323939	ok:-6.027370236351833e-299
34333230303938382e393639652d3330	ok:4.3200988969e-23
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303233343037383031373838353330343337	ok:2.3407801788530434e-220
322e33343037383031373838353330343337652d323230	ok:2.3407801788530434e-220
32323037333438332e333938653239	ok:2.2073483398000002e+36
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303230313831323737303736313731353735	ok:2.0181277076171575e-92
322e30313831323737303736313731353735652d3932	ok:2.0181277076171575e-92
39323533323432302e393738653230	ok:9.2532420978e+27
2d302e30303030303030303037313834343739353433333539323034	ok:-7.184479543359203e-10
2d372e313834343739353433333539323034652d3130	ok:-7.184479543359203e-10
32343434383136312e373730653234	ok:2.444816177e+31
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303039303132323139383135363831363337	ok:9.012219815681637e-90
392e303132323139383135363831363337652d3930	ok:9.012219815681637e-90
31343031373532342e313932652d3234	ok:1.4017524192e-17
2d332e30343031343537373733393433383136	ok:-3.0401457773943816
2d332e303430313435373737333934333831366530	ok:-3.0401457773943816
34333039333433322e353731652d3136	ok:4.3093432571e-9
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303138333030333537323030343334303832	ok:-1.830035720043408e-107
2d312e38333030333537323030343334303832652d313037	ok:-1.830035720043408e-107
313634343737302e353430652d36	ok:1.64477054
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035343834313339373738323636303732	ok:5.4841397782660715e-174
352e343834313339373738323636303732652d313734	ok:5.4841397782660715e-174
34373131353031302e323036653236	ok:4.7115010206e+33
36363230373834303233333838393533303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:6.620784023388953e+102
362e36323037383430323333383839353365313032	ok:6.620784023388953e+102
31383930323037352e383132653233	ok:1.8902075812e+30
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303230343332343832343036303634323333	ok:-2.043248240606423e-225
2d322e30343332343832343036303634323333652d323235	ok:-2.043248240606423e-225
35373239343331362e383037652d3134	ok:5.7294316807e-7
33323731343233363730393633343230303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:3.27142367096342e+303
332e323731343233363730393633343265333033	ok:3.27142367096342e+303
33393830323239352e3937316539	ok:3.9802295971e+16
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035303338353931393236333334373439	ok:5.038591926334749e-308
352e303338353931393236333334373439652d333038	ok:5.038591926334749e-308
38383832333933372e363437653232	ok:8.8823937647e+29
323630303439313736313830343933363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.600491761804936e+155
322e36303034393137363138303439333665313535	ok:2.600491761804936e+155
36333434343134332e3835376538	ok:6344414385700000.0
2d3636373933353834313033373733363230303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-6.6793584103773625e+196
2d362e36373933353834313033373733363265313936	ok:-6.679358410377362e+196
39333434333333392e383439652d3133	ok:9.3443339849e-6
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035393232363935393637393235383837	ok:-5.922695967925887e-51
2d352e393232363935393637393235383837652d3531	ok:-5.922695967925887e-51
3936363636392e3136386534	ok:9666691680.0
2d383337373231383937373139383036313030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-8.377218977198061e+287
2d382e33373732313839373731393830363165323837	ok:-8.377218977198061e+287
39323132383536382e393537653136	ok:9.2128568957e+23
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303235363738333231383038373635303533	ok:-2.5678321808765053e-179
2d322e35363738333231383038373635303533652d313739	ok:-2.5678321808765053e-179
34323730303037322e313438652d3130	ok:0.0042700072148
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034383831363439373031363135393135	ok:4.881649701615915e-141
342e383831363439373031363135393135652d313431	ok:4.881649701615915e-141
34383637303638302e313432652d36	ok:48.670680142
2d3232383031323934303239363032363430303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-2.280129402960264e+253
2d322e32383031323934303239363032363465323533	ok:-2.280129402960264e+253
39393435353236342e373631652d39	ok:0.099455264761
2d3730313635363630363338383535343330303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-7.016566063885543e+151
2d372e30313635363630363338383535343365313531	ok:-7.016566063885543e+151
35353134313638372e3730366531	ok:551416877.06
313139343832313933383534303833313130303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.1948219385408311e+305
312e3139343832313933383534303833313165333035	ok:1.1948219385408313e+305
353630353435342e363535653238	ok:5.605454655e+34
302e303030303039343239393536323138383438323833	ok:9.429956218848285e-6
392e343239393536323138383438323833652d36	ok:9.429956218848285e-6
33363337313635372e383132653130	ok:3.6371657812e+17
2d3533393931313439383633373935343430303030303030303030	ok:-5.399114986379543e+25
2d352e333939313134393836333739353434653235	ok:-5.399114986379544e+25
38373431323831332e3434653131	ok:8.741281344e+18
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030333433333236363638373531353031	ok:-3.43326668751501e-38
2d332e3433333236363638373531353031652d3338	ok:-3.43326668751501e-38
33343833313532372e313635652d31	ok:3483152.7165
2d302e303030303030303137323536383731333033393730333035	ok:-1.7256871303970305e-8
2d312e37323536383731333033393730333035652d38	ok:-1.7256871303970305e-8
37333435343630372e393436652d38	ok:0.73454607946
3130333134373134343438333436353638303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.031471444834657e+277
312e3033313437313434343833343635363865323737	ok:1.0314714448346568e+277
36323238343436312e3933306530	ok:62284461.93
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035323331333436313436393839303835	ok:-5.231346146989085e-151
2d352e323331333436313436393839303835652d313531	ok:-5.231346146989085e-151
35353432363832332e373935652d3136	ok:5.5426823795e-9
3931383637343432363134363233333130303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:9.186744261462331e+76
392e313836373434323631343632333331653736	ok:9.186744261462332e+76
34323033313433392e383131652d36	ok:42.031439811
2d302e303030303030303030303030303030303030303436323335333439303432303634343537	ok:-4.6235349042064457e-20
2d342e36323335333439303432303634343537652d3230	ok:-4.6235349042064457e-20
31353934303038332e3531356530	ok:15940083.515
313439383235343731392e33383533343037	ok:1498254719.3853407
312e343938323534373139333835333430376539	ok:1498254719.3853407
34303839303530362e35652d3235	ok:4.0890506499999994e-18
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303039323031323639303736363038383037	ok:9.201269076608807e-215
392e323031323639303736363038383037652d323135	ok:9.201269076608807e-215
35363638363937372e393434653137	ok:5.6686977944e+24
3431392e3436393638393134353532373335	ok:419.46968914552735
342e313934363936383931343535323733356532	ok:419.46968914552735
39373137303431312e363436652d37	ok:9.7170411646
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034303435373733363538343638373638	ok:-4.045773658468768e-46
2d342e303435373733363538343638373638652d3436	ok:-4.045773658468768e-46
38383435363234312e353433652d3238	ok:8.8456241543e-21
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034313832383437333930353031313138	ok:-4.182847390501118e-202
2d342e313832383437333930353031313138652d323032	ok:-4.182847390501118e-202
373837363738332e3530652d3235	ok:7.8767835e-19
2d313035323632343433383134303133313930303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.0526244381401319e+77
2d312e30353236323434333831343031333139653737	ok:-1.052624438140132e+77
35303433313337352e363830653131	ok:5.043137568e+18
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037333338303239333430323434343132	ok:7.338029340244412e-280
372e333338303239333430323434343132652d323830	ok:7.338029340244412e-280
36393536393730392e333430653236	ok:6.956970934e+33
2d313631373936363837333037383935373030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.617966873078957e+170
2d312e36313739363638373330373839353765313730	ok:-1.617966873078957e+170
39353636333837302e373832653138	ok:9.5663870782e+25
31652d313630	ok:1e-160
5b302e352c313034383537365d	ok:[0.5,1048576]
31652d313532	ok:9.999999999999999e-153
5b312e352c323039373135325d	ok:[1.5,2097152]
31652d313434	ok:1e-144
5b322e352c343139343330345d	ok:[2.5,4194304]
31652d313336	ok:1e-136
5b332e352c383338383630385d	ok:[3.5,8388608]
31652d313238	ok:9.999999999999999e-129
5b342e352c31363737373231365d	ok:[4.5,16777216]
31652d313230	ok:1e-120
5b352e352c33333535343433325d	ok:[5.5,33554432]
31652d313132	ok:1.0000000000000001e-112
5b362e352c36373130383836345d	ok:[6.5,67108864]
31652d313034	ok:1e-104
5b372e352c3133343231373732385d	ok:[7.5,134217728]
31652d3936	ok:1e-96
5b382e352c3236383433353435365d	ok:[8.5,268435456]
31652d3838	ok:1.0000000000000001e-88
5b392e352c3533363837303931325d	ok:[9.5,536870912]
31652d3830	ok:1e-80
5b31302e352c313037333734313832345d	ok:[10.5,1073741824]
31652d3732	ok:1.0000000000000001e-72
5b31312e352c323134373438333634385d	ok:[11.5,2147483648]
31652d3634	ok:1e-64
5b31322e352c343239343936373239365d	ok:[12.5,4294967296]
31652d3536	ok:9.999999999999999e-57
5b31332e352c383538393933343539325d	ok:[13.5,8589934592]
31652d3438	ok:1e-48
5b31342e352c31373137393836393138345d	ok:[14.5,17179869184]
31652d3430	ok:1e-40
5b31352e352c33343335393733383336385d	ok:[15.5,34359738368]
31652d3332	ok:9.999999999999999e-33
5b31362e352c36383731393437363733365d	ok:[16.5,68719476736]
31652d3234	ok:1.0000000000000001e-24
5b31372e352c3133373433383935333437325d	ok:[17.5,137438953472]
31652d3136	ok:1e-16
5b31382e352c3237343837373930363934345d	ok:[18.5,274877906944]
31652d38	ok:1e-8
5b31392e352c3534393735353831333838385d	ok:[19.5,549755813888]
316530	ok:1.0
5b32302e352c313039393531313632373737365d	ok:[20.5,1099511627776]
316538	ok:100000000.0
5b32312e352c323139393032333235353535325d	ok:[21.5,2199023255552]
31653136	ok:1e+16
5b32322e352c343339383034363531313130345d	ok:[22.5,4398046511104]
31653234	ok:1e+24
5b32332e352c383739363039333032323230385d	ok:[23.5,8796093022208]
31653332	ok:1e+32
5b32342e352c31373539323138363034343431365d	ok:[24.5,17592186044416]
31653430	ok:1e+40
5b32352e352c33353138343337323038383833325d	ok:[25.5,35184372088832]
31653438	ok:1e+48
5b32362e352c37303336383734343137373636345d	ok:[26.5,70368744177664]
31653536	ok:1e+56
5b32372e352c3134303733373438383335353332385d	ok:[27.5,140737488355328]
31653634	ok:1e+64
5b32382e352c3238313437343937363731303635365d	ok:[28.5,281474976710656]
31653732	ok:1e+72
5b32392e352c3536323934393935333432313331325d	ok:[29.5,562949953421312]
31653830	ok:1e+80
5b33302e352c313132353839393930363834323632345d	ok:[30.5,1125899906842624]
31653838	ok:1e+88
5b33312e352c323235313739393831333638353234385d	ok:[31.5,2251799813685248]
31653936	ok:1e+96
5b33322e352c343530333539393632373337303439365d	ok:[32.5,4503599627370496]
3165313034	ok:1e+104
5b33332e352c393030373139393235343734303939325d	ok:[33.5,9007199254740992]
3165313132	ok:1e+112
5b33342e352c31383031343339383530393438313938345d	ok:[34.5,18014398509481984]
3165313230	ok:1e+120
5b33352e352c33363032383739373031383936333936385d	ok:[35.5,36028797018963968]
3165313238	ok:1e+128
5b33362e352c37323035373539343033373932373933365d	ok:[36.5,72057594037927936]
3165313336	ok:1e+136
5b33372e352c3134343131353138383037353835353837325d	ok:[37.5,144115188075855872]
3165313434	ok:1e+144
5b33382e352c3238383233303337363135313731313734345d	ok:[38.5,288230376151711744]
3165313532	ok:1e+152
5b33392e352c3537363436303735323330333432333438385d	ok:[39.5,576460752303423488]
